id,age time,age temp, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau1, Tau2, Tau3,binary peak split 
./CF3-1.5kh-2020-08-06-07.60um-400C-spot21-POS-1.txt,1500,400,3.77E+08,1.68E+05,3.43E-06,7.40E-09,2.48E-09,2.90E-08,5.00E-09,1
./CF3-1.5kh-2020-08-06-07.60um-400C-spot22-POS-1.txt,1500,400,4.60E+08,5.50E+03,3.75E-06,7.75E-09,1.63E-08,2.38E-08,1.83E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot23-POS-1.txt,1500,400,4.59E+08,2.57E+03,3.89E-06,7.96E-09,1.88E-08,2.38E-08,2.12E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot24-POS-1.txt,1500,400,3.72E+08,9.10E+03,3.55E-06,7.78E-09,2.23E-08,2.94E-08,2.31E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot25-POS-1.txt,1500,400,4.17E+08,1.74E+04,3.06E-06,8.25E-09,1.13E-08,2.62E-08,1.15E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot26-POS-1.txt,1500,400,4.42E+08,3.40E+03,3.78E-06,8.56E-09,1.87E-08,2.47E-08,2.01E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot27-POS-1.txt,1500,400,4.06E+08,1.22E+04,3.61E-06,9.83E-09,1.60E-08,2.69E-08,1.91E-08,1
./CF3-1.5kh-2020-08-06-07.60um-400C-spot28-POS-1.txt,1500,400,4.80E+08,5.44E+03,3.55E-06,6.67E-09,1.38E-08,2.28E-08,1.51E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot29-POS-1.txt,1500,400,4.59E+08,5.55E+04,3.42E-06,7.08E-09,5.30E-09,2.38E-08,6.65E-09,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot3-POS-1.txt,1500,400,4.11E+08,5.96E+03,3.72E-06,7.26E-09,1.49E-08,2.66E-08,1.53E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot30-POS-1.txt,1500,400,3.79E+08,7.87E+03,3.47E-06,8.72E-09,1.99E-08,2.88E-08,2.02E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot31-POS-1.txt,1500,400,3.91E+08,1.77E+04,3.66E-06,8.82E-09,1.03E-08,2.80E-08,1.06E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot32-POS-1.txt,1500,400,3.25E+08,2.80E+03,3.05E-06,5.02E-09,2.08E-08,3.36E-08,2.13E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot33-POS-1.txt,1500,400,3.62E+08,3.87E+03,3.09E-06,9.05E-09,1.95E-08,3.02E-08,1.97E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot34-POS-1.txt,1500,400,4.13E+08,2.87E+04,3.23E-06,8.38E-09,7.95E-09,2.65E-08,8.90E-09,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot35-POS-1.txt,1500,400,3.27E+08,5.68E+03,3.15E-06,4.70E-09,1.63E-08,3.34E-08,1.67E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot36-POS-1.txt,1500,400,4.87E+08,4.25E+03,3.60E-06,6.43E-09,1.47E-08,2.25E-08,1.53E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot37-POS-1.txt,1500,400,4.80E+08,3.56E+03,3.58E-06,6.69E-09,1.80E-08,2.28E-08,2.04E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot38-POS-1.txt,1500,400,3.36E+08,6.57E+03,3.27E-06,4.92E-09,1.49E-08,3.25E-08,1.48E-08,1
./CF3-1.5kh-2020-08-06-07.60um-400C-spot39-POS-1.txt,1500,400,4.81E+08,3.57E+03,3.56E-06,6.28E-09,1.58E-08,2.27E-08,1.78E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot4-POS-1.txt,1500,400,4.55E+08,3.09E+03,3.25E-06,7.18E-09,1.95E-08,2.40E-08,2.19E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot5-POS-1.txt,1500,400,4.56E+08,3.29E+03,3.46E-06,7.55E-09,1.92E-08,2.40E-08,2.11E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot6-POS-1.txt,1500,400,4.53E+08,3.16E+03,3.21E-06,7.18E-09,1.95E-08,2.41E-08,2.17E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot7-POS-1.txt,1500,400,4.52E+08,5.21E+03,3.30E-06,6.61E-09,1.62E-08,2.42E-08,1.74E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot8-POS-1.txt,1500,400,4.54E+08,3.71E+03,3.38E-06,6.71E-09,1.61E-08,2.41E-08,1.65E-08,0
./CF3-1.5kh-2020-08-06-07.60um-400C-spot9-POS-1.txt,1500,400,4.55E+08,6.85E+03,3.31E-06,7.81E-09,1.46E-08,2.40E-08,1.58E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot0-POS-1.txt,10000,290,3.33E+08,1.68E+04,3.90E-06,3.30E-08,2.58E-08,3.29E-08,2.99E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot1-POS-1.txt,10000,290,3.32E+08,3.15E+04,3.91E-06,3.36E-08,2.12E-08,3.30E-08,2.43E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot10-POS-1.txt,10000,290,4.58E+08,2.99E+03,4.43E-06,3.36E-08,2.21E-08,2.39E-08,2.56E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot11-POS-1.txt,10000,290,4.59E+08,2.31E+03,4.15E-06,2.96E-08,2.11E-08,2.39E-08,2.34E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot12-POS-1.txt,10000,290,4.59E+08,3.43E+03,4.52E-06,3.70E-08,2.19E-08,2.39E-08,2.61E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot13-POS-1.txt,10000,290,3.32E+08,3.35E+04,3.43E-06,3.58E-08,1.48E-08,3.31E-08,2.14E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot14-POS-1.txt,10000,290,3.18E+08,3.93E+05,3.93E-06,4.17E-08,1.59E-09,3.45E-08,5.64E-09,-
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot15-POS-1.txt,10000,290,3.28E+08,6.85E+04,3.68E-06,7.18E-08,9.30E-09,3.34E-08,1.32E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot16-POS-1.txt,10000,290,3.33E+08,2.08E+04,3.53E-06,7.11E-08,1.87E-08,3.30E-08,2.23E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot17-POS-1.txt,10000,290,3.31E+08,4.76E+04,3.66E-06,3.25E-08,1.20E-08,3.31E-08,1.59E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot18-POS-1.txt,10000,290,3.31E+08,1.71E+04,3.56E-06,3.28E-08,1.97E-08,3.31E-08,2.19E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot19-POS-1.txt,10000,290,3.29E+08,3.97E+05,3.52E-06,3.13E-08,1.59E-09,3.34E-08,1.27E-08,-
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot2-POS-1.txt,10000,290,4.18E+08,3.11E+03,4.25E-06,2.92E-08,1.99E-08,2.62E-08,2.19E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot20-POS-1.txt,10000,290,3.79E+08,4.76E+03,3.35E-06,3.68E-08,1.88E-08,2.89E-08,2.29E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot21-POS-1.txt,10000,290,3.92E+08,7.60E+03,3.39E-06,7.39E-08,2.26E-08,2.79E-08,3.01E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot22-POS-1.txt,10000,290,3.89E+08,1.51E+04,3.21E-06,6.51E-08,2.16E-08,2.82E-08,2.78E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot23-POS-1.txt,10000,290,3.91E+08,1.05E+04,3.22E-06,7.01E-08,2.14E-08,2.80E-08,2.93E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot24-POS-1.txt,10000,290,3.91E+08,9.59E+03,3.22E-06,7.13E-08,2.12E-08,2.81E-08,2.62E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot25-POS-1.txt,10000,290,4.59E+08,3.54E+03,3.99E-06,2.87E-08,1.77E-08,2.39E-08,2.06E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot26-POS-1.txt,10000,290,4.59E+08,4.59E+03,4.01E-06,3.44E-08,1.75E-08,2.39E-08,2.04E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot27-POS-1.txt,10000,290,4.59E+08,2.48E+03,4.31E-06,3.13E-08,2.32E-08,2.39E-08,2.68E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot28-POS-1.txt,10000,290,4.59E+08,2.64E+03,4.11E-06,3.01E-08,2.22E-08,2.39E-08,2.58E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot29-POS-1.txt,10000,290,4.59E+08,2.83E+03,4.01E-06,3.22E-08,2.06E-08,2.39E-08,2.34E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot3-POS-1.txt,10000,290,4.19E+08,3.86E+03,4.58E-06,3.37E-08,1.99E-08,2.62E-08,2.26E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot30-POS-1.txt,10000,290,4.58E+08,3.01E+03,4.15E-06,6.67E-08,2.00E-08,2.39E-08,2.28E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot31-POS-1.txt,10000,290,4.58E+08,2.90E+03,3.93E-06,2.94E-08,2.03E-08,2.39E-08,2.30E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot32-POS-1.txt,10000,290,4.17E+08,4.37E+03,4.20E-06,3.06E-08,1.93E-08,2.63E-08,2.28E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot33-POS-1.txt,10000,290,4.17E+08,2.36E+03,4.23E-06,3.10E-08,2.21E-08,2.63E-08,2.40E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot34-POS-1.txt,10000,290,4.18E+08,2.99E+03,4.24E-06,3.25E-08,2.16E-08,2.62E-08,2.40E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot35-POS-1.txt,10000,290,4.18E+08,3.29E+03,4.44E-06,3.21E-08,2.30E-08,2.62E-08,2.59E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot36-POS-1.txt,10000,290,4.19E+08,3.43E+03,4.08E-06,3.04E-08,2.23E-08,2.61E-08,2.57E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot37-POS-1.txt,10000,290,4.17E+08,1.04E+04,4.24E-06,3.02E-08,1.60E-08,2.63E-08,1.84E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot38-POS-1.txt,10000,290,3.35E+08,3.91E+04,3.99E-06,3.17E-08,1.77E-08,3.27E-08,1.98E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot39-POS-1.txt,10000,290,3.33E+08,3.55E+04,3.73E-06,3.09E-08,1.81E-08,3.30E-08,2.32E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot4-POS-1.txt,10000,290,4.17E+08,3.82E+03,4.50E-06,3.01E-08,1.89E-08,2.63E-08,2.15E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot5-POS-1.txt,10000,290,3.94E+08,3.35E+03,4.35E-06,3.25E-08,2.17E-08,2.79E-08,2.43E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot6-POS-1.txt,10000,290,3.92E+08,3.60E+03,4.65E-06,3.39E-08,2.07E-08,2.79E-08,2.05E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot7-POS-1.txt,10000,290,3.93E+08,2.53E+03,3.96E-06,2.94E-08,2.52E-08,2.79E-08,2.63E-08,0
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot8-POS-1.txt,10000,290,3.93E+08,1.57E+04,3.94E-06,3.88E-08,1.69E-08,2.79E-08,1.73E-08,1
Analysis/CF3-Moar-Data-10kh-290C-06.40um-spot9-POS-1.txt,10000,290,4.59E+08,2.90E+03,4.44E-06,3.14E-08,2.14E-08,2.39E-08,2.48E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot0-POS-1.txt,10000,330,3.72E+08,4.95E+03,3.59E-06,6.05E-08,2.43E-08,2.95E-08,2.51E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot1-POS-1.txt,10000,330,3.81E+08,1.33E+05,3.88E-06,6.77E-08,2.82E-09,2.88E-08,5.25E-09,1
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot10-POS-1.txt,10000,330,3.54E+08,4.03E+03,3.47E-06,4.97E-08,2.36E-08,3.10E-08,2.58E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot11-POS-1.txt,10000,330,3.54E+08,3.18E+03,3.68E-06,4.89E-08,2.48E-08,3.09E-08,2.62E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot12-POS-1.txt,10000,330,3.54E+08,3.35E+03,3.41E-06,5.27E-08,2.69E-08,3.10E-08,2.90E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot13-POS-1.txt,10000,330,3.54E+08,3.33E+03,3.54E-06,5.02E-08,2.80E-08,3.10E-08,3.11E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot14-POS-1.txt,10000,330,3.53E+08,2.96E+03,3.49E-06,5.62E-08,2.98E-08,3.10E-08,3.35E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot15-POS-1.txt,10000,330,3.55E+08,2.74E+03,3.51E-06,5.39E-08,3.05E-08,3.09E-08,3.52E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot16-POS-1.txt,10000,330,3.55E+08,3.32E+03,3.55E-06,5.51E-08,2.85E-08,3.09E-08,3.15E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot17-POS-1.txt,10000,330,3.54E+08,3.01E+03,3.54E-06,5.77E-08,2.84E-08,3.10E-08,3.02E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot18-POS-1.txt,10000,330,3.54E+08,3.05E+03,3.57E-06,5.49E-08,2.93E-08,3.09E-08,3.26E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot19-POS-1.txt,10000,330,3.54E+08,3.95E+03,3.45E-06,5.45E-08,2.82E-08,3.10E-08,2.99E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot2-POS-1.txt,10000,330,4.18E+08,2.49E+03,3.84E-06,5.90E-08,2.24E-08,2.63E-08,2.52E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot20-POS-1.txt,10000,330,3.56E+08,3.16E+03,3.69E-06,5.10E-08,2.96E-08,3.08E-08,3.21E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot21-POS-1.txt,10000,330,3.53E+08,3.01E+03,3.61E-06,5.75E-08,2.99E-08,3.10E-08,3.23E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot22-POS-1.txt,10000,330,3.54E+08,2.70E+03,3.35E-06,5.77E-08,3.19E-08,3.10E-08,3.74E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot23-POS-1.txt,10000,330,3.54E+08,3.13E+03,3.48E-06,5.55E-08,2.81E-08,3.10E-08,2.96E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot24-POS-1.txt,10000,330,3.54E+08,2.70E+03,3.31E-06,5.99E-08,2.93E-08,3.10E-08,3.16E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot25-POS-1.txt,10000,330,3.53E+08,2.47E+03,3.54E-06,6.34E-08,3.31E-08,3.10E-08,3.88E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot26-POS-1.txt,10000,330,3.53E+08,4.45E+03,3.36E-06,6.04E-08,2.32E-08,3.10E-08,2.51E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot27-POS-1.txt,10000,330,3.52E+08,3.56E+03,3.89E-06,5.19E-08,2.77E-08,3.12E-08,3.12E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot28-POS-1.txt,10000,330,3.53E+08,3.34E+03,3.74E-06,5.04E-08,2.89E-08,3.11E-08,3.24E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot29-POS-1.txt,10000,330,3.36E+08,2.93E+03,3.05E-06,6.52E-08,2.55E-08,3.26E-08,2.91E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot3-POS-1.txt,10000,330,3.72E+08,6.07E+03,3.64E-06,6.00E-08,2.63E-08,2.95E-08,3.08E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot30-POS-1.txt,10000,330,3.35E+08,2.57E+03,3.08E-06,7.31E-08,2.89E-08,3.27E-08,3.36E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot31-POS-1.txt,10000,330,4.24E+08,2.75E+03,4.06E-06,6.97E-08,2.39E-08,2.59E-08,2.85E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot32-POS-1.txt,10000,330,4.24E+08,2.75E+03,3.86E-06,6.48E-08,2.45E-08,2.59E-08,2.94E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot33-POS-1.txt,10000,330,4.23E+08,2.66E+03,3.94E-06,6.44E-08,2.39E-08,2.59E-08,2.81E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot34-POS-1.txt,10000,330,4.24E+08,2.31E+03,3.89E-06,5.95E-08,2.39E-08,2.59E-08,2.75E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot35-POS-1.txt,10000,330,3.35E+08,2.51E+03,2.95E-06,6.21E-08,2.69E-08,3.28E-08,2.91E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot36-POS-1.txt,10000,330,4.19E+08,2.52E+03,3.99E-06,5.19E-08,2.24E-08,2.62E-08,2.52E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot37-POS-1.txt,10000,330,3.36E+08,2.17E+03,3.09E-06,6.33E-08,3.09E-08,3.26E-08,3.52E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot38-POS-1.txt,10000,330,3.38E+08,5.62E+03,2.99E-06,6.27E-08,1.79E-08,3.24E-08,1.84E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot39-POS-1.txt,10000,330,3.55E+08,3.91E+03,3.51E-06,5.69E-08,2.58E-08,3.09E-08,2.91E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot4-POS-1.txt,10000,330,3.72E+08,7.03E+03,3.62E-06,6.06E-08,2.54E-08,2.95E-08,3.22E-08,1
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot5-POS-1.txt,10000,330,3.73E+08,1.38E+04,3.28E-06,6.09E-08,2.23E-08,2.94E-08,2.54E-08,1
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot6-POS-1.txt,10000,330,3.36E+08,2.75E+03,3.14E-06,5.50E-08,2.60E-08,3.26E-08,2.78E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot7-POS-1.txt,10000,330,3.37E+08,2.22E+03,3.33E-06,5.75E-08,2.68E-08,3.26E-08,2.89E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot8-POS-1.txt,10000,330,3.52E+08,4.54E+03,3.29E-06,5.51E-08,2.47E-08,3.11E-08,2.36E-08,0
Analysis/CF3-Moar-Data-10kh-330C-06.40um-spot9-POS-1.txt,10000,330,3.54E+08,3.32E+03,3.31E-06,5.02E-08,2.67E-08,3.09E-08,2.94E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot0-POS-1.txt,10000,360,4.06E+08,3.88E+03,3.70E-06,8.14E-08,2.07E-08,2.70E-08,2.31E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot1-POS-1.txt,10000,360,4.07E+08,3.86E+03,3.91E-06,7.34E-08,1.90E-08,2.70E-08,2.10E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot10-POS-1.txt,10000,360,4.58E+08,4.46E+04,3.29E-06,6.69E-08,4.01E-09,2.39E-08,5.01E-09,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot11-POS-1.txt,10000,360,3.74E+08,3.90E+03,3.06E-06,3.34E-08,2.26E-08,2.93E-08,2.61E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot12-POS-1.txt,10000,360,3.73E+08,3.05E+03,3.15E-06,3.37E-08,2.27E-08,2.94E-08,2.44E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot13-POS-1.txt,10000,360,3.99E+08,4.58E+03,4.06E-06,8.14E-08,2.03E-08,2.75E-08,2.46E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot14-POS-1.txt,10000,360,3.99E+08,3.04E+03,3.85E-06,9.43E-08,2.33E-08,2.75E-08,2.66E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot15-POS-1.txt,10000,360,3.99E+08,4.32E+03,3.75E-06,3.33E-08,2.07E-08,2.75E-08,2.38E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot16-POS-1.txt,10000,360,3.98E+08,2.99E+03,3.64E-06,6.60E-08,2.37E-08,2.75E-08,2.70E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot17-POS-1.txt,10000,360,3.99E+08,3.77E+03,3.79E-06,6.25E-08,2.09E-08,2.74E-08,2.37E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot18-POS-1.txt,10000,360,4.00E+08,3.52E+03,3.69E-06,6.32E-08,2.18E-08,2.74E-08,2.50E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot19-POS-1.txt,10000,360,4.00E+08,5.71E+03,3.74E-06,6.57E-08,1.71E-08,2.74E-08,2.18E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot2-POS-1.txt,10000,360,4.08E+08,4.67E+03,3.96E-06,7.62E-08,1.62E-08,2.69E-08,1.72E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot20-POS-1.txt,10000,360,4.52E+08,9.64E+04,3.59E-06,5.56E-08,2.42E-09,2.43E-08,5.00E-09,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot21-POS-1.txt,10000,360,4.49E+08,4.50E+04,3.61E-06,5.55E-08,3.26E-09,2.44E-08,5.09E-09,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot22-POS-1.txt,10000,360,4.00E+08,3.51E+03,3.31E-06,3.10E-08,2.01E-08,2.74E-08,2.16E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot23-POS-1.txt,10000,360,3.94E+08,3.14E+03,3.20E-06,6.49E-08,2.23E-08,2.79E-08,2.52E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot24-POS-1.txt,10000,360,3.97E+08,2.87E+03,3.36E-06,7.24E-08,2.51E-08,2.76E-08,2.90E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot25-POS-1.txt,10000,360,3.94E+08,3.60E+03,3.52E-06,7.44E-08,2.29E-08,2.78E-08,2.75E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot26-POS-1.txt,10000,360,4.09E+08,4.80E+03,3.77E-06,6.64E-08,1.58E-08,2.68E-08,1.73E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot27-POS-1.txt,10000,360,4.10E+08,7.17E+03,3.94E-06,6.78E-08,1.42E-08,2.67E-08,1.53E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot28-POS-1.txt,10000,360,4.11E+08,1.09E+04,3.64E-06,7.21E-08,1.12E-08,2.67E-08,1.20E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot29-POS-1.txt,10000,360,4.10E+08,1.43E+04,3.81E-06,6.84E-08,9.34E-09,2.68E-08,1.04E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot3-POS-1.txt,10000,360,3.97E+08,5.84E+03,3.23E-06,6.80E-08,1.38E-08,2.76E-08,1.45E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot30-POS-1.txt,10000,360,4.08E+08,4.13E+03,3.99E-06,8.32E-08,1.93E-08,2.69E-08,2.13E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot31-POS-1.txt,10000,360,4.08E+08,3.81E+03,3.93E-06,3.45E-08,2.36E-08,2.69E-08,2.65E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot32-POS-1.txt,10000,360,4.05E+08,4.55E+03,3.74E-06,6.92E-08,2.13E-08,2.71E-08,2.45E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot33-POS-1.txt,10000,360,4.07E+08,4.82E+03,3.80E-06,6.98E-08,1.87E-08,2.69E-08,2.14E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot34-POS-1.txt,10000,360,3.26E+08,1.67E+04,3.87E-06,3.42E-08,1.97E-08,3.36E-08,2.58E-08,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot35-POS-1.txt,10000,360,3.30E+08,6.01E+04,3.89E-06,3.36E-08,4.81E-09,3.33E-08,6.30E-09,1
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot36-POS-1.txt,10000,360,3.61E+08,3.19E+03,3.48E-06,3.14E-08,2.32E-08,3.04E-08,2.48E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot37-POS-1.txt,10000,360,3.63E+08,3.99E+03,3.56E-06,2.99E-08,1.77E-08,3.02E-08,1.74E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot38-POS-1.txt,10000,360,3.61E+08,3.78E+03,3.50E-06,3.08E-08,1.87E-08,3.03E-08,2.06E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot39-POS-1.txt,10000,360,3.62E+08,3.95E+03,3.29E-06,3.21E-08,2.03E-08,3.03E-08,2.09E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot4-POS-1.txt,10000,360,4.03E+08,2.50E+03,3.44E-06,7.25E-08,2.27E-08,2.72E-08,2.32E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot5-POS-1.txt,10000,360,4.01E+08,3.47E+03,3.31E-06,7.22E-08,2.40E-08,2.73E-08,2.42E-08,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot6-POS-1.txt,10000,360,4.53E+08,1.01E+05,3.35E-06,6.16E-08,2.34E-09,2.42E-08,5.00E-09,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot7-POS-1.txt,10000,360,4.56E+08,3.66E+04,3.77E-06,5.67E-08,4.01E-09,2.40E-08,5.00E-09,0
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot8-POS-1.txt,10000,360,4.54E+08,6.48E+04,3.59E-06,5.40E-08,3.05E-09,2.42E-08,5.00E-09,0
