Study Name	CF3_1.5kh
Sample Name	2020-08-06
Run Name	400C_spot31
Operator	Ben
Date	8/6/2020
Time	11:39
Sign	FIX
Grating Spacing	07.60um
Channel	3
Number Traces	5000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	11:40:10
	
Time	Amplitude
0.000000E+0	5.276055E-4
5.000000E-11	6.509419E-4
1.000000E-10	7.434442E-4
1.500000E-10	7.674262E-4
2.000000E-10	7.571482E-4
2.500000E-10	7.023320E-4
3.000000E-10	5.721437E-4
3.500000E-10	4.213992E-4
4.000000E-10	2.672288E-4
4.500000E-10	6.852020E-5
5.000000E-10	-1.473184E-4
5.500000E-10	-3.186189E-4
6.000000E-10	-4.727894E-4
6.500000E-10	-6.132558E-4
7.000000E-10	-7.160361E-4
7.500000E-10	-7.640002E-4
8.000000E-10	-7.228881E-4
8.500000E-10	-6.201078E-4
9.000000E-10	-5.447356E-4
9.500000E-10	-5.001974E-4
1.000000E-9	-4.316773E-4
1.050000E-9	-3.186189E-4
1.100000E-9	-2.089866E-4
1.150000E-9	-1.130583E-4
1.200000E-9	-2.398207E-5
1.250000E-9	4.796414E-5
1.300000E-9	8.222424E-5
1.350000E-9	7.194621E-5
1.400000E-9	2.740808E-5
1.450000E-9	-1.370404E-5
1.500000E-9	-6.166818E-5
1.550000E-9	-1.062063E-4
1.600000E-9	-1.233364E-4
1.650000E-9	-1.575965E-4
1.700000E-9	-2.261167E-4
1.750000E-9	-2.638028E-4
1.800000E-9	-2.124126E-4
1.850000E-9	-1.267624E-4
1.900000E-9	-1.096323E-4
1.950000E-9	-1.130583E-4
2.000000E-9	-7.537222E-5
2.050000E-9	-3.768611E-5
2.100000E-9	-1.713005E-5
2.150000E-9	1.370404E-5
2.200000E-9	2.398207E-5
2.250000E-9	3.768611E-5
2.300000E-9	6.509419E-5
2.350000E-9	8.222424E-5
2.400000E-9	5.824217E-5
2.450000E-9	2.740808E-5
2.500000E-9	2.055606E-5
2.550000E-9	4.453813E-5
2.600000E-9	5.139015E-5
2.650000E-9	1.027803E-5
2.700000E-9	-2.055606E-5
2.750000E-9	-1.713005E-5
2.800000E-9	-4.796414E-5
2.850000E-9	-1.096323E-4
2.900000E-9	-1.541704E-4
2.950000E-9	-1.850045E-4
3.000000E-9	-2.124126E-4
3.050000E-9	-2.295427E-4
3.100000E-9	-2.466727E-4
3.150000E-9	-2.603768E-4
3.200000E-9	-2.843588E-4
3.250000E-9	-3.460270E-4
3.300000E-9	-4.042692E-4
3.350000E-9	-4.111212E-4
3.400000E-9	-4.385293E-4
3.450000E-9	-5.036235E-4
3.500000E-9	-5.310315E-4
3.550000E-9	-5.378836E-4
3.600000E-9	-5.926997E-4
3.650000E-9	-6.303858E-4
3.700000E-9	-5.926997E-4
3.750000E-9	-5.550136E-4
3.800000E-9	-5.070495E-4
3.850000E-9	-4.316773E-4
3.900000E-9	-3.665831E-4
3.950000E-9	-2.946369E-4
4.000000E-9	-1.952826E-4
4.050000E-9	-1.233364E-4
4.100000E-9	-9.250227E-5
4.150000E-9	-7.879823E-5
4.200000E-9	-6.509419E-5
4.250000E-9	-6.852020E-5
4.300000E-9	-6.852020E-5
4.350000E-9	-4.111212E-5
4.400000E-9	-2.398207E-5
4.450000E-9	-2.740808E-5
4.500000E-9	1.713005E-5
4.550000E-9	1.233364E-4
4.600000E-9	2.329687E-4
4.650000E-9	3.460270E-4
4.700000E-9	4.556593E-4
4.750000E-9	5.550136E-4
4.800000E-9	6.166818E-4
4.850000E-9	6.303858E-4
4.900000E-9	6.303858E-4
4.950000E-9	6.098298E-4
5.000000E-9	5.481616E-4
5.050000E-9	4.419553E-4
5.100000E-9	3.014889E-4
5.150000E-9	1.473184E-4
5.200000E-9	1.370404E-5
5.250000E-9	-8.565025E-5
5.300000E-9	-1.644485E-4
