File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
File Name, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau\n
Analysis/CF3-Moar-Data-Unaged-06.40um-spot0-POS-1.txt,2.350000E+02,3.967681E+08,2.819304E+03,4.041785E-06,8.567556E-09,2.371941E-08,2.756648E-08,2.585259E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot1-POS-1.txt,2.350000E+02,3.959239E+08,4.356571E+03,3.971734E-06,6.833512E-08,1.782519E-08,2.762526E-08,1.912882E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot10-POS-1.txt,2.350000E+02,4.156805E+08,3.115107E+03,4.198250E-06,8.890316E-09,2.603705E-08,2.631228E-08,2.984977E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot11-POS-1.txt,2.350000E+02,4.162514E+08,2.744599E+03,4.057947E-06,6.633553E-08,2.713488E-08,2.627619E-08,3.178240E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot12-POS-1.txt,2.350000E+02,4.164150E+08,2.934014E+03,4.016563E-06,6.447855E-08,2.623621E-08,2.626586E-08,2.954052E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot13-POS-1.txt,2.350000E+02,4.163334E+08,3.344685E+03,4.046797E-06,9.610417E-09,2.587038E-08,2.627101E-08,3.058590E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot14-POS-1.txt,2.350000E+02,4.157960E+08,3.344080E+03,4.287613E-06,6.759439E-08,2.522364E-08,2.630496E-08,3.016421E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot15-POS-1.txt,2.350000E+02,4.151450E+08,3.073658E+03,4.143366E-06,7.457914E-08,2.601673E-08,2.634622E-08,3.061526E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot16-POS-1.txt,2.350000E+02,4.173004E+08,3.236606E+03,4.378418E-06,6.522991E-08,2.404537E-08,2.621013E-08,2.721294E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot17-POS-1.txt,2.350000E+02,4.170139E+08,3.088035E+03,4.292494E-06,6.693119E-08,2.530424E-08,2.622814E-08,2.881464E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot18-POS-1.txt,2.350000E+02,4.170539E+08,3.408563E+03,4.347578E-06,6.482830E-08,2.411929E-08,2.622563E-08,2.697169E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot19-POS-1.txt,2.350000E+02,4.170680E+08,3.331378E+03,4.389164E-06,8.216418E-09,2.463589E-08,2.622474E-08,2.794519E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot2-POS-1.txt,2.350000E+02,4.161888E+08,4.731874E+03,4.466206E-06,6.144415E-08,2.193904E-08,2.628014E-08,2.516142E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot20-POS-1.txt,2.350000E+02,4.175584E+08,3.555137E+03,4.325012E-06,6.329044E-08,2.320172E-08,2.619394E-08,2.649918E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot21-POS-1.txt,2.350000E+02,4.175724E+08,3.266232E+03,4.407665E-06,6.413825E-08,2.484431E-08,2.619306E-08,2.791058E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot22-POS-1.txt,2.350000E+02,4.171569E+08,3.638325E+03,4.488907E-06,8.796874E-09,2.282924E-08,2.621915E-08,2.512489E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot23-POS-1.txt,2.350000E+02,4.167455E+08,3.094400E+03,4.408158E-06,8.908986E-09,2.255910E-08,2.624504E-08,2.525149E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot24-POS-1.txt,2.350000E+02,4.160909E+08,3.323981E+03,4.164472E-06,6.667194E-08,2.289647E-08,2.628632E-08,2.559783E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot25-POS-1.txt,2.350000E+02,4.153685E+08,4.621361E+03,4.284280E-06,5.988093E-08,1.703581E-08,2.633204E-08,1.773151E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot26-POS-1.txt,2.350000E+02,4.154877E+08,3.803967E+03,4.194961E-06,8.184890E-09,2.007259E-08,2.632449E-08,2.194433E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot27-POS-1.txt,2.350000E+02,3.875561E+08,3.252143E+03,3.802133E-06,6.883511E-08,1.882508E-08,2.822172E-08,2.020865E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot28-POS-1.txt,2.350000E+02,3.882976E+08,2.762698E+03,3.890316E-06,7.529359E-08,2.413281E-08,2.816783E-08,2.800841E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot29-POS-1.txt,2.350000E+02,3.884503E+08,3.497518E+03,3.933511E-06,7.041405E-08,1.780198E-08,2.815676E-08,1.943650E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot3-POS-1.txt,2.350000E+02,4.156791E+08,3.888794E+03,4.348980E-06,6.648459E-08,2.175552E-08,2.631237E-08,2.494836E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot30-POS-1.txt,2.350000E+02,3.888801E+08,5.595018E+03,3.900954E-06,6.750666E-08,1.705793E-08,2.812563E-08,1.834800E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot31-POS-1.txt,2.350000E+02,3.981820E+08,4.824460E+03,4.118411E-06,6.576933E-08,1.504819E-08,2.746860E-08,1.624861E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot32-POS-1.txt,2.350000E+02,3.982748E+08,3.845254E+03,4.002389E-06,6.738157E-08,2.093179E-08,2.746219E-08,2.325529E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot33-POS-1.txt,2.350000E+02,3.971159E+08,6.316790E+03,4.190738E-06,6.706740E-08,1.412627E-08,2.754234E-08,1.727113E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot34-POS-1.txt,2.350000E+02,3.984541E+08,1.492101E+04,4.241913E-06,6.960832E-08,9.218290E-09,2.744984E-08,9.685589E-09
Analysis/CF3-Moar-Data-Unaged-06.40um-spot35-POS-1.txt,2.350000E+02,3.967354E+08,4.635755E+03,4.165238E-06,6.902978E-08,1.714262E-08,2.756875E-08,1.871251E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot36-POS-1.txt,2.350000E+02,3.967723E+08,4.172838E+03,4.041371E-06,7.097983E-08,1.757792E-08,2.756619E-08,1.902942E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot37-POS-1.txt,2.350000E+02,3.969451E+08,3.907472E+03,4.007457E-06,7.515409E-08,1.845023E-08,2.755419E-08,2.039953E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot38-POS-1.txt,2.350000E+02,3.975512E+08,4.899234E+03,4.152877E-06,6.967277E-08,1.773422E-08,2.751218E-08,1.991335E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot39-POS-1.txt,2.350000E+02,3.968461E+08,3.643717E+03,4.078700E-06,6.642477E-08,2.099776E-08,2.756106E-08,2.353179E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot4-POS-1.txt,2.350000E+02,4.163166E+08,3.415029E+03,4.160574E-06,6.633645E-08,2.368107E-08,2.627207E-08,2.643148E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot5-POS-1.txt,2.350000E+02,4.159749E+08,3.790012E+03,4.319227E-06,6.231676E-08,2.314601E-08,2.629366E-08,2.611785E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot6-POS-1.txt,2.350000E+02,4.173234E+08,3.496566E+03,4.118748E-06,8.819331E-09,2.429611E-08,2.620869E-08,2.731490E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot7-POS-1.txt,2.350000E+02,4.167342E+08,3.820488E+03,4.079429E-06,6.608813E-08,2.265060E-08,2.624575E-08,2.656486E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot8-POS-1.txt,2.350000E+02,4.157161E+08,3.527084E+03,4.098686E-06,6.190488E-08,2.393810E-08,2.631002E-08,2.664894E-08
Analysis/CF3-Moar-Data-Unaged-06.40um-spot9-POS-1.txt,2.350000E+02,4.169804E+08,3.326073E+03,4.178407E-06,7.015901E-08,2.418803E-08,2.623025E-08,2.965656E-08
CF3-Moar-Data-Unaged-06.40um-spot0-POS-1.txt,2.350000E+02,3.967681E+08,2.819304E+03,4.041632E-06,8.570701E-09,2.371941E-08,2.756648E-08,2.585257E-08
CF3-Moar-Data-Unaged-06.40um-spot0-POS-1.txt,2.350000E+02,3.967681E+08,2.819304E+03,4.041632E-06,8.570701E-09,2.371941E-08,2.756648E-08,2.585257E-08
CF3-Moar-Data-Unaged-06.40um-spot0-POS-1.txt,2.350000E+02,3.967681E+08,2.819304E+03,4.041632E-06,8.570701E-09,2.371941E-08,2.756648E-08,2.585257E-08
CF3-Moar-Data-Unaged-06.40um-spot0-POS-1.txt,2.350000E+02,3.967681E+08,2.819304E+03,4.041632E-06,8.570701E-09,2.371941E-08,2.756648E-08,2.585257E-08
CF3-Moar-Data-Unaged-06.40um-spot1-POS-1.txt,2.350000E+02,3.959239E+08,4.356571E+03,3.971574E-06,6.837284E-08,1.782519E-08,2.762526E-08,1.912862E-08
