Study Name	CF3-Moar-Data
Sample Name	Unaged
Run Name	spot25
Operator	Mike Short
Date	6/2/2020
Time	15:27
Sign	FIX
Grating Spacing	06.40um
Channel	2
Number Traces	5000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	15:27:39
	
Time	Amplitude
0.000000E+0	2.980629E-4
5.000000E-11	1.884305E-4
1.000000E-10	1.027803E-4
1.500000E-10	4.111212E-5
2.000000E-10	-6.852020E-6
2.500000E-10	-4.796414E-5
3.000000E-10	-6.852020E-5
3.500000E-10	-7.537222E-5
4.000000E-10	-6.852020E-5
4.500000E-10	-3.426010E-5
5.000000E-10	-3.426010E-6
5.500000E-10	0.000000E+0
6.000000E-10	2.398207E-5
6.500000E-10	6.509419E-5
7.000000E-10	8.565025E-5
7.500000E-10	9.250227E-5
8.000000E-10	9.250227E-5
8.500000E-10	8.565025E-5
9.000000E-10	8.565025E-5
9.500000E-10	8.222424E-5
1.000000E-9	7.537222E-5
1.050000E-9	6.166818E-5
1.100000E-9	4.453813E-5
1.150000E-9	2.055606E-5
1.200000E-9	-3.083409E-5
1.250000E-9	-1.164843E-4
1.300000E-9	-2.158386E-4
1.350000E-9	-3.220449E-4
1.400000E-9	-4.282512E-4
1.450000E-9	-5.207535E-4
1.500000E-9	-6.132558E-4
1.550000E-9	-6.577939E-4
1.600000E-9	-6.612199E-4
1.650000E-9	-6.680719E-4
1.700000E-9	-6.920540E-4
1.750000E-9	-6.680719E-4
1.800000E-9	-5.789957E-4
1.850000E-9	-4.864934E-4
1.900000E-9	-3.871391E-4
1.950000E-9	-2.706548E-4
2.000000E-9	-1.713005E-4
2.050000E-9	-7.879823E-5
2.100000E-9	2.055606E-5
2.150000E-9	1.130583E-4
2.200000E-9	1.918566E-4
2.250000E-9	2.295427E-4
2.300000E-9	2.295427E-4
2.350000E-9	2.329687E-4
2.400000E-9	2.329687E-4
2.450000E-9	1.747265E-4
2.500000E-9	1.301884E-4
2.550000E-9	1.233364E-4
2.600000E-9	5.481616E-5
2.650000E-9	-5.824217E-5
2.700000E-9	-1.130583E-4
2.750000E-9	-1.130583E-4
2.800000E-9	-1.062063E-4
2.850000E-9	-1.062063E-4
2.900000E-9	-1.404664E-4
2.950000E-9	-1.918566E-4
3.000000E-9	-2.158386E-4
3.050000E-9	-2.398207E-4
3.100000E-9	-3.049149E-4
3.150000E-9	-3.665831E-4
3.200000E-9	-3.939911E-4
3.250000E-9	-4.351033E-4
3.300000E-9	-4.453813E-4
3.350000E-9	-4.282512E-4
3.400000E-9	-4.316773E-4
3.450000E-9	-4.111212E-4
3.500000E-9	-2.980629E-4
3.550000E-9	-1.713005E-4
3.600000E-9	-8.565025E-5
3.650000E-9	3.426010E-5
3.700000E-9	1.884305E-4
3.750000E-9	3.083409E-4
3.800000E-9	3.871391E-4
3.850000E-9	4.727894E-4
3.900000E-9	5.755697E-4
3.950000E-9	6.475159E-4
4.000000E-9	6.646459E-4
4.050000E-9	6.577939E-4
4.100000E-9	6.372378E-4
4.150000E-9	5.721437E-4
4.200000E-9	4.899194E-4
4.250000E-9	4.248252E-4
4.300000E-9	3.426010E-4
4.350000E-9	2.158386E-4
4.400000E-9	9.250227E-5
4.450000E-9	1.027803E-5
4.500000E-9	-4.453813E-5
4.550000E-9	-7.537222E-5
4.600000E-9	-6.509419E-5
4.650000E-9	-4.796414E-5
4.700000E-9	-1.713005E-5
4.750000E-9	6.852020E-5
4.800000E-9	1.610225E-4
4.850000E-9	2.398207E-4
4.900000E-9	3.391750E-4
4.950000E-9	4.042692E-4
5.000000E-9	4.008432E-4
5.050000E-9	4.076952E-4
5.100000E-9	3.974172E-4
5.150000E-9	3.083409E-4
5.200000E-9	2.226906E-4
5.250000E-9	1.781525E-4
5.300000E-9	9.935429E-5
5.350000E-9	-3.083409E-5
5.400000E-9	-9.935429E-5
5.450000E-9	-8.565025E-5
5.500000E-9	-6.852020E-5
5.550000E-9	-5.824217E-5
5.600000E-9	-1.713005E-5
5.650000E-9	3.768611E-5
5.700000E-9	5.824217E-5
5.750000E-9	6.509419E-5
5.800000E-9	5.481616E-5
5.850000E-9	1.370404E-5
5.900000E-9	-3.426010E-5
5.950000E-9	-9.935429E-5
6.000000E-9	-1.918566E-4
6.050000E-9	-2.912108E-4
6.100000E-9	-3.563050E-4
6.150000E-9	-4.145472E-4
6.200000E-9	-4.796414E-4
6.250000E-9	-5.207535E-4
6.300000E-9	-5.001974E-4
6.350000E-9	-4.351033E-4
6.400000E-9	-3.665831E-4
6.450000E-9	-2.946369E-4
6.500000E-9	-1.952826E-4
6.550000E-9	-8.222424E-5
6.600000E-9	3.768611E-5
6.650000E-9	1.438924E-4
6.700000E-9	2.329687E-4
6.750000E-9	2.912108E-4
6.800000E-9	3.049149E-4
6.850000E-9	3.288970E-4
6.900000E-9	3.563050E-4
6.950000E-9	3.391750E-4
7.000000E-9	3.117669E-4
7.050000E-9	3.117669E-4
7.100000E-9	3.014889E-4
7.150000E-9	2.809328E-4
7.200000E-9	2.946369E-4
7.250000E-9	3.528790E-4
7.300000E-9	4.042692E-4
7.350000E-9	4.556593E-4
7.400000E-9	5.276055E-4
7.450000E-9	6.098298E-4
7.500000E-9	6.852020E-4
7.550000E-9	7.331661E-4
7.600000E-9	7.571482E-4
7.650000E-9	7.708522E-4
7.700000E-9	7.879823E-4
7.750000E-9	7.777043E-4
7.800000E-9	7.434442E-4
7.850000E-9	7.091841E-4
7.900000E-9	6.543679E-4
7.950000E-9	5.550136E-4
8.000000E-9	4.488073E-4
8.050000E-9	3.323230E-4
8.100000E-9	1.884305E-4
8.150000E-9	3.083409E-5
8.200000E-9	-9.250227E-5
8.250000E-9	-1.747265E-4
8.300000E-9	-2.432467E-4
8.350000E-9	-2.775068E-4
8.400000E-9	-2.226906E-4
8.450000E-9	-7.537222E-5
8.500000E-9	1.404664E-4
8.550000E-9	4.008432E-4
8.600000E-9	7.091841E-4
8.650000E-9	1.055211E-3
8.700000E-9	1.438924E-3
8.750000E-9	1.802081E-3
8.800000E-9	2.079588E-3
8.850000E-9	2.288575E-3
8.900000E-9	2.459875E-3
8.950000E-9	2.514691E-3
9.000000E-9	2.473579E-3
9.050000E-9	2.418763E-3
9.100000E-9	2.305705E-3
9.150000E-9	2.065884E-3
9.200000E-9	1.798655E-3
9.250000E-9	1.531426E-3
9.300000E-9	1.209382E-3
9.350000E-9	8.770585E-4
9.400000E-9	5.789957E-4
9.450000E-9	2.329687E-4
9.500000E-9	-1.404664E-4
9.550000E-9	-4.522333E-4
9.600000E-9	-7.194621E-4
9.650000E-9	-9.798388E-4
9.700000E-9	-1.212808E-3
9.750000E-9	-1.449202E-3
9.800000E-9	-1.675319E-3
9.850000E-9	-1.822637E-3
9.900000E-9	-1.908288E-3
9.950000E-9	-1.963104E-3
1.000000E-8	-1.925418E-3
1.005000E-8	-1.726709E-3
1.010000E-8	-1.312162E-3
1.015000E-8	-5.584396E-4
1.020000E-8	6.201078E-4
1.025000E-8	2.264593E-3
1.030000E-8	4.477795E-3
1.035000E-8	7.311105E-3
1.040000E-8	1.069258E-2
1.045000E-8	1.460851E-2
1.050000E-8	1.902121E-2
1.055000E-8	2.377308E-2
1.060000E-8	2.872367E-2
1.065000E-8	3.380101E-2
1.070000E-8	3.878586E-2
1.075000E-8	4.347607E-2
1.080000E-8	4.785793E-2
1.085000E-8	5.189720E-2
1.090000E-8	5.549108E-2
1.095000E-8	5.864301E-2
1.100000E-8	6.141465E-2
1.105000E-8	6.384369E-2
1.110000E-8	6.602606E-2
1.115000E-8	6.807824E-2
1.120000E-8	7.003449E-2
1.125000E-8	7.190510E-2
1.130000E-8	7.370033E-2
1.135000E-8	7.540648E-2
1.140000E-8	7.702356E-2
1.145000E-8	7.850359E-2
1.150000E-8	7.971297E-2
1.155000E-8	8.056948E-2
1.160000E-8	8.110051E-2
1.165000E-8	8.126496E-2
1.170000E-8	8.100800E-2
1.175000E-8	8.034336E-2
1.180000E-8	7.928815E-2
