Study Name	CF3-Moar-Data
Sample Name	1.5kh-290C
Run Name	spot34
Operator	Mike Short
Date	6/3/2020
Time	16:59
Sign	FIX
Grating Spacing	06.40um
Channel	2
Number Traces	5000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	16:59:58
	
Time	Amplitude
0.000000E+0	-3.220449E-4
5.000000E-11	-3.083409E-4
1.000000E-10	-2.638028E-4
1.500000E-10	-2.124126E-4
2.000000E-10	-1.918566E-4
2.500000E-10	-1.781525E-4
3.000000E-10	-1.678745E-4
3.500000E-10	-1.644485E-4
4.000000E-10	-1.438924E-4
4.500000E-10	-1.027803E-4
5.000000E-10	-8.222424E-5
5.500000E-10	-4.796414E-5
6.000000E-10	2.398207E-5
6.500000E-10	9.592828E-5
7.000000E-10	1.336144E-4
7.500000E-10	1.781525E-4
8.000000E-10	2.398207E-4
8.500000E-10	2.500987E-4
9.000000E-10	2.192646E-4
9.500000E-10	2.261167E-4
1.000000E-9	2.363947E-4
1.050000E-9	1.815785E-4
1.100000E-9	9.935429E-5
1.150000E-9	5.139015E-5
1.200000E-9	2.740808E-5
1.250000E-9	-1.713005E-5
1.300000E-9	-5.481616E-5
1.350000E-9	-9.250227E-5
1.400000E-9	-1.404664E-4
1.450000E-9	-1.678745E-4
1.500000E-9	-1.644485E-4
1.550000E-9	-1.781525E-4
1.600000E-9	-1.987086E-4
1.650000E-9	-1.952826E-4
1.700000E-9	-1.918566E-4
1.750000E-9	-2.055606E-4
1.800000E-9	-2.261167E-4
1.850000E-9	-2.055606E-4
1.900000E-9	-1.233364E-4
1.950000E-9	-4.111212E-5
2.000000E-9	2.740808E-5
2.050000E-9	1.370404E-4
2.100000E-9	2.535247E-4
2.150000E-9	3.426010E-4
2.200000E-9	4.488073E-4
2.250000E-9	5.310315E-4
2.300000E-9	5.413096E-4
2.350000E-9	5.036235E-4
2.400000E-9	4.419553E-4
2.450000E-9	3.254709E-4
2.500000E-9	2.055606E-4
2.550000E-9	1.438924E-4
2.600000E-9	4.111212E-5
2.650000E-9	-1.199103E-4
2.700000E-9	-1.815785E-4
2.750000E-9	-1.336144E-4
2.800000E-9	-1.130583E-4
2.850000E-9	-1.164843E-4
2.900000E-9	-8.907626E-5
2.950000E-9	-2.398207E-5
3.000000E-9	3.768611E-5
3.050000E-9	8.222424E-5
3.100000E-9	8.222424E-5
3.150000E-9	3.426010E-5
3.200000E-9	-5.481616E-5
