Study Name	CF3_1.5kh
Sample Name	2020-08-06
Run Name	400C_spot39
Operator	Ben
Date	8/6/2020
Time	11:45
Sign	FIX
Grating Spacing	07.60um
Channel	3
Number Traces	5000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	11:45:15
	
Time	Amplitude
0.000000E+0	-3.323230E-4
5.000000E-11	-3.939911E-4
1.000000E-10	-3.905651E-4
1.500000E-10	-3.083409E-4
2.000000E-10	-2.329687E-4
2.500000E-10	-2.089866E-4
3.000000E-10	-1.850045E-4
3.500000E-10	-1.096323E-4
4.000000E-10	-2.740808E-5
4.500000E-10	0.000000E+0
5.000000E-10	-2.740808E-5
5.500000E-10	-6.852020E-5
6.000000E-10	-9.935429E-5
6.500000E-10	-1.199103E-4
7.000000E-10	-1.541704E-4
7.500000E-10	-1.850045E-4
8.000000E-10	-1.987086E-4
8.500000E-10	-1.815785E-4
9.000000E-10	-1.164843E-4
9.500000E-10	-4.111212E-5
1.000000E-9	3.768611E-5
1.050000E-9	1.096323E-4
1.100000E-9	1.884305E-4
1.150000E-9	2.740808E-4
1.200000E-9	3.426010E-4
1.250000E-9	3.837131E-4
1.300000E-9	4.145472E-4
1.350000E-9	4.316773E-4
1.400000E-9	4.453813E-4
1.450000E-9	4.419553E-4
1.500000E-9	4.213992E-4
1.550000E-9	4.488073E-4
1.600000E-9	5.036235E-4
1.650000E-9	5.104755E-4
1.700000E-9	5.036235E-4
1.750000E-9	5.481616E-4
1.800000E-9	5.926997E-4
1.850000E-9	6.303858E-4
1.900000E-9	6.680719E-4
1.950000E-9	6.714979E-4
2.000000E-9	6.475159E-4
2.050000E-9	6.201078E-4
2.100000E-9	5.652916E-4
2.150000E-9	4.830674E-4
2.200000E-9	3.939911E-4
2.250000E-9	2.672288E-4
2.300000E-9	1.096323E-4
2.350000E-9	-2.398207E-5
2.400000E-9	-1.370404E-4
2.450000E-9	-2.775068E-4
2.500000E-9	-4.008432E-4
2.550000E-9	-4.933454E-4
2.600000E-9	-5.584396E-4
2.650000E-9	-5.892737E-4
2.700000E-9	-5.687176E-4
2.750000E-9	-5.413096E-4
2.800000E-9	-4.899194E-4
2.850000E-9	-3.871391E-4
2.900000E-9	-2.877848E-4
2.950000E-9	-1.884305E-4
3.000000E-9	-5.139015E-5
3.050000E-9	9.250227E-5
3.100000E-9	2.192646E-4
3.150000E-9	3.631571E-4
3.200000E-9	4.933454E-4
3.250000E-9	5.550136E-4
3.300000E-9	5.961257E-4
3.350000E-9	6.201078E-4
3.400000E-9	6.064038E-4
3.450000E-9	5.721437E-4
3.500000E-9	5.276055E-4
3.550000E-9	4.282512E-4
3.600000E-9	2.740808E-4
3.650000E-9	1.644485E-4
3.700000E-9	8.565025E-5
3.750000E-9	-3.083409E-5
3.800000E-9	-1.370404E-4
3.850000E-9	-1.952826E-4
3.900000E-9	-2.569507E-4
3.950000E-9	-2.740808E-4
4.000000E-9	-2.261167E-4
4.050000E-9	-1.952826E-4
4.100000E-9	-1.952826E-4
4.150000E-9	-1.575965E-4
4.200000E-9	-9.250227E-5
4.250000E-9	-5.824217E-5
4.300000E-9	-5.139015E-5
4.350000E-9	-5.139015E-5
4.400000E-9	-4.796414E-5
4.450000E-9	-5.824217E-5
4.500000E-9	-7.879823E-5
